time,activity,patient,source,perspective
2015-05-09 10:56:06.826933,affect,http://cltl.nl/leolani/world/daily_walks,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2015-05-09 10:56:06.826933,affect,http://cltl.nl/leolani/world/daily_walks,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2015-05-09 10:56:06.826933,affect,http://cltl.nl/leolani/world/daily_walks,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/level#SOMEWHAT
2015-05-09 10:56:06.826933,affect,http://cltl.nl/leolani/world/daily_walks,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2015-05-09 10:56:06.826933,affect,http://cltl.nl/leolani/world/daily_walks,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#GRATITUDE
2012-05-29 10:56:08.415404,exercises,http://cltl.nl/leolani/world/body,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2012-05-29 10:56:08.415404,exercises,http://cltl.nl/leolani/world/body,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2012-05-29 10:56:08.415404,exercises,http://cltl.nl/leolani/world/body,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2012-05-29 10:56:08.415404,exercises,http://cltl.nl/leolani/world/body,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/level#ALMOST_FULLY
2012-05-29 10:56:08.415404,exercises,http://cltl.nl/leolani/world/body,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/emotion#APPROVAL
2012-05-29 10:56:08.415404,exercises,http://cltl.nl/leolani/world/body,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/emotion#ADMIRATION
2012-05-29 10:56:08.476239,exercises,http://cltl.nl/leolani/world/body,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2012-05-29 10:56:08.476239,exercises,http://cltl.nl/leolani/world/body,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2012-05-29 10:56:08.476239,exercises,http://cltl.nl/leolani/world/body,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/level#SOMEWHAT
2012-05-29 10:56:08.476239,exercises,http://cltl.nl/leolani/world/body,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2012-05-29 10:56:08.476239,exercises,http://cltl.nl/leolani/world/body,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#ADMIRATION
2012-05-29 10:56:08.790617,experiencing,http://cltl.nl/leolani/world/frequent_urination,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2012-05-29 10:56:08.790617,experiencing,http://cltl.nl/leolani/world/frequent_urination,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2012-05-29 10:56:08.790617,experiencing,http://cltl.nl/leolani/world/frequent_urination,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/level#SOMEWHAT
2012-05-29 10:56:08.790617,experiencing,http://cltl.nl/leolani/world/frequent_urination,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2012-05-29 10:56:08.790617,experiencing,http://cltl.nl/leolani/world/frequent_urination,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/emotion#APPROVAL
2012-05-29 10:56:08.790617,experiencing,http://cltl.nl/leolani/world/frequent_urination,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/emotion#REALIZATION
2010-12-01 10:56:08.882420,playing the oud,http://cltl.nl/leolani/world/diabetes,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#CURIOSITY
2010-12-01 10:56:08.882420,playing the oud,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#CURIOSITY
2010-12-01 10:56:08.882420,playing the oud,http://cltl.nl/leolani/world/diabetes,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2010-12-01 10:56:08.882420,playing the oud,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2010-12-01 10:56:08.882420,playing the oud,http://cltl.nl/leolani/world/diabetes,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2010-12-01 10:56:08.882420,playing the oud,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2010-12-01 10:56:08.882420,playing the oud,http://cltl.nl/leolani/world/diabetes,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/level#SOMEWHAT
2010-12-01 10:56:08.882420,playing the oud,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/level#SOMEWHAT
2010-12-01 10:56:08.882420,playing the oud,http://cltl.nl/leolani/world/diabetes,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2010-12-01 10:56:08.882420,playing the oud,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2010-12-01 10:56:08.930517,playing the oud,http://cltl.nl/leolani/world/diabetes,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2010-12-01 10:56:08.930517,playing the oud,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2010-12-01 10:56:08.930517,playing the oud,http://cltl.nl/leolani/world/diabetes,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/level#SOMEWHAT
2010-12-01 10:56:08.930517,playing the oud,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/level#SOMEWHAT
2010-12-01 10:56:08.930517,playing the oud,http://cltl.nl/leolani/world/diabetes,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2010-12-01 10:56:08.930517,playing the oud,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2010-12-01 10:56:08.930517,playing the oud,http://cltl.nl/leolani/world/diabetes,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/factuality#PROBABLE
2010-12-01 10:56:08.930517,playing the oud,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/factuality#PROBABLE
2010-12-01 10:56:08.930517,playing the oud,http://cltl.nl/leolani/world/diabetes,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/emotion#JOY
2010-12-01 10:56:08.930517,playing the oud,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/emotion#JOY
2010-12-01 10:56:09.092197,manage,http://cltl.nl/leolani/world/blood_sugar_levels,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2010-12-01 10:56:09.092197,manage,http://cltl.nl/leolani/world/blood_sugar_levels,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2010-12-01 10:56:09.092197,manage,http://cltl.nl/leolani/world/blood_sugar_levels,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2010-12-01 10:56:09.092197,manage,http://cltl.nl/leolani/world/blood_sugar_levels,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/level#ALMOST_FULLY
2010-12-01 10:56:09.092197,manage,http://cltl.nl/leolani/world/blood_sugar_levels,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#APPROVAL
2010-12-01 10:56:09.092197,manage,http://cltl.nl/leolani/world/blood_sugar_levels,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#CARING
2010-12-01 10:56:09.092197,manage,http://cltl.nl/leolani/world/blood_sugar_levels,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#ADMIRATION
2010-12-01 10:56:09.092197,manage,http://cltl.nl/leolani/world/blood_sugar_levels,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#JOY
2010-12-01 10:56:09.136626,playing the oud,http://cltl.nl/leolani/world/diabetes,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2010-12-01 10:56:09.136626,playing the oud,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2010-12-01 10:56:09.136626,playing the oud,http://cltl.nl/leolani/world/diabetes,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2010-12-01 10:56:09.136626,playing the oud,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2010-12-01 10:56:09.136626,playing the oud,http://cltl.nl/leolani/world/diabetes,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2010-12-01 10:56:09.136626,playing the oud,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2010-12-01 10:56:09.136626,playing the oud,http://cltl.nl/leolani/world/diabetes,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/level#ALMOST_FULLY
2010-12-01 10:56:09.136626,playing the oud,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/level#ALMOST_FULLY
2010-12-01 10:56:09.136626,playing the oud,http://cltl.nl/leolani/world/diabetes,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/emotion#APPROVAL
2010-12-01 10:56:09.136626,playing the oud,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/emotion#APPROVAL
2010-12-01 10:56:09.136626,playing the oud,http://cltl.nl/leolani/world/diabetes,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/emotion#ADMIRATION
2010-12-01 10:56:09.136626,playing the oud,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/emotion#ADMIRATION
2010-07-07 10:56:09.918228,have dinner,"http://cltl.nl/leolani/world/lean_protein_like_fish_or_chicken,_with_a_side_of_couscous_or_rice",http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2010-07-07 10:56:09.918228,have dinner,"http://cltl.nl/leolani/world/lean_protein_like_fish_or_chicken,_with_a_side_of_couscous_or_rice",http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2010-07-07 10:56:09.918228,have dinner,"http://cltl.nl/leolani/world/lean_protein_like_fish_or_chicken,_with_a_side_of_couscous_or_rice",http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2010-07-07 10:56:09.918228,have dinner,"http://cltl.nl/leolani/world/lean_protein_like_fish_or_chicken,_with_a_side_of_couscous_or_rice",http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#APPROVAL
2010-07-07 10:56:09.918228,have dinner,"http://cltl.nl/leolani/world/lean_protein_like_fish_or_chicken,_with_a_side_of_couscous_or_rice",http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/level#FULLY
2010-07-07 10:56:10.526922,avoid sweets,http://cltl.nl/leolani/world/sweets,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2010-07-07 10:56:10.526922,avoid sweets,http://cltl.nl/leolani/world/sweets,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2010-07-07 10:56:10.526922,avoid sweets,http://cltl.nl/leolani/world/sweets,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/level#SOMEWHAT
2010-07-07 10:56:10.526922,avoid sweets,http://cltl.nl/leolani/world/sweets,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2010-07-07 10:56:10.526922,avoid sweets,http://cltl.nl/leolani/world/sweets,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#UNDERSPECIFIED
2010-07-07 10:56:10.709878,avoid sweets,http://cltl.nl/leolani/world/sweets,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2010-07-07 10:56:10.709878,avoid sweets,http://cltl.nl/leolani/world/sweets,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/level#SOMEWHAT
2010-07-07 10:56:10.709878,avoid sweets,http://cltl.nl/leolani/world/sweets,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2010-07-07 10:56:10.709878,avoid sweets,http://cltl.nl/leolani/world/sweets,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#CARING
2010-07-07 10:56:10.709878,avoid sweets,http://cltl.nl/leolani/world/sweets,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#NEGATIVE
2010-07-07 10:56:10.709878,avoid sweets,http://cltl.nl/leolani/world/sweets,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#JOY
2013-08-27 10:56:10.772268,experiencing signs of low blood sugar,http://cltl.nl/leolani/world/dizziness,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#CURIOSITY
2013-08-27 10:56:10.772268,experiencing signs of low blood sugar,http://cltl.nl/leolani/world/increased_hunger,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#CURIOSITY
2013-08-27 10:56:10.772268,experiencing signs of low blood sugar,http://cltl.nl/leolani/world/dizziness,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2013-08-27 10:56:10.772268,experiencing signs of low blood sugar,http://cltl.nl/leolani/world/increased_hunger,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2013-08-27 10:56:10.772268,experiencing signs of low blood sugar,http://cltl.nl/leolani/world/dizziness,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2013-08-27 10:56:10.772268,experiencing signs of low blood sugar,http://cltl.nl/leolani/world/increased_hunger,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2013-08-27 10:56:10.772268,experiencing signs of low blood sugar,http://cltl.nl/leolani/world/dizziness,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/level#SOMEWHAT
2013-08-27 10:56:10.772268,experiencing signs of low blood sugar,http://cltl.nl/leolani/world/increased_hunger,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/level#SOMEWHAT
2013-08-27 10:56:10.772268,experiencing signs of low blood sugar,http://cltl.nl/leolani/world/dizziness,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2013-08-27 10:56:10.772268,experiencing signs of low blood sugar,http://cltl.nl/leolani/world/increased_hunger,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2013-08-27 10:56:10.880532,felt somewhat dizzy on a few occasions,http://cltl.nl/leolani/world/dizziness,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#CURIOSITY
2013-08-27 10:56:10.880532,felt somewhat dizzy on a few occasions,http://cltl.nl/leolani/world/dizziness,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2013-08-27 10:56:10.880532,felt somewhat dizzy on a few occasions,http://cltl.nl/leolani/world/dizziness,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2013-08-27 10:56:10.880532,felt somewhat dizzy on a few occasions,http://cltl.nl/leolani/world/dizziness,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2013-08-27 10:56:10.880532,felt somewhat dizzy on a few occasions,http://cltl.nl/leolani/world/dizziness,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/level#ALMOST_FULLY
2013-08-27 10:56:10.972868,eat,http://cltl.nl/leolani/world/meals,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2013-08-27 10:56:10.972868,eat,http://cltl.nl/leolani/world/meals,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2013-08-27 10:56:10.972868,eat,http://cltl.nl/leolani/world/meals,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/level#SOMEWHAT
2013-08-27 10:56:10.972868,eat,http://cltl.nl/leolani/world/meals,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/emotion#UNDERSPECIFIED
2013-08-27 10:56:10.972868,eat,http://cltl.nl/leolani/world/meals,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/sentiment#UNDERSPECIFIED
2013-08-27 10:56:11.214426,eat,http://cltl.nl/leolani/world/meals,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2013-08-27 10:56:11.214426,eat,http://cltl.nl/leolani/world/meals,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#UNDERSPECIFIED
2013-08-27 10:56:11.214426,eat,http://cltl.nl/leolani/world/meals,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/level#ALMOST_FULLY
2013-08-27 10:56:11.214426,eat,http://cltl.nl/leolani/world/meals,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#PROBABLE
2013-08-27 10:56:11.214426,eat,http://cltl.nl/leolani/world/meals,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/sentiment#UNDERSPECIFIED
2010-07-20 10:56:11.982074,consume,http://cltl.nl/leolani/world/food,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/emotion#CURIOSITY
2010-07-20 10:56:11.982074,consume,http://cltl.nl/leolani/world/food,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/factuality#POSITIVE
2010-07-20 10:56:11.982074,consume,http://cltl.nl/leolani/world/food,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2010-07-20 10:56:11.982074,consume,http://cltl.nl/leolani/world/food,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/level#SOMEWHAT
2010-07-20 10:56:11.982074,consume,http://cltl.nl/leolani/world/food,http://cltl.nl/leolani/friends/Abdullah,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2013-07-03 10:56:12.587700,check feet,http://cltl.nl/leolani/world/feet,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2013-07-03 10:56:12.587700,check feet,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
2013-07-03 10:56:12.587700,check feet,http://cltl.nl/leolani/world/feet,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/level#SOMEWHAT
2013-07-03 10:56:12.587700,check feet,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/level#SOMEWHAT
2013-07-03 10:56:12.587700,check feet,http://cltl.nl/leolani/world/feet,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2013-07-03 10:56:12.587700,check feet,http://cltl.nl/leolani/world/Abdullah,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
2013-07-03 10:56:12.587700,check feet,http://cltl.nl/leolani/world/feet,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#CARING
